hotspot_id,region_id,date,centroid_lat,centroid_lon,avg_estimated_aqi,max_estimated_aqi,severity,affected_cell_count
HS_punjab_stubble_belt_2025-11-04_450,punjab_stubble_belt,2025-11-04,31.775,75.0009,264.4,309.7,Very Poor,29
HS_punjab_stubble_belt_2025-11-04_451,punjab_stubble_belt,2025-11-04,31.7776,75.2408,295.9,357.5,Very Poor,19
HS_punjab_stubble_belt_2025-11-05_452,punjab_stubble_belt,2025-11-05,31.325,75.0583,218.3,237.0,Poor,3
HS_punjab_stubble_belt_2025-11-05_453,punjab_stubble_belt,2025-11-05,31.325,75.2437,213.2,222.1,Poor,4
HS_punjab_stubble_belt_2025-11-05_454,punjab_stubble_belt,2025-11-05,31.5317,74.7483,227.0,261.5,Poor,15
HS_punjab_stubble_belt_2025-11-05_455,punjab_stubble_belt,2025-11-05,31.4679,75.0083,228.2,276.2,Poor,21
HS_punjab_stubble_belt_2025-11-05_456,punjab_stubble_belt,2025-11-05,31.5,75.245,241.5,288.5,Poor,20
HS_punjab_stubble_belt_2025-11-05_457,punjab_stubble_belt,2025-11-05,31.7865,74.7635,234.9,264.7,Poor,13
HS_punjab_stubble_belt_2025-11-05_458,punjab_stubble_belt,2025-11-05,31.7829,75.0145,226.2,251.9,Poor,19
HS_punjab_stubble_belt_2025-11-05_459,punjab_stubble_belt,2025-11-05,31.7719,75.2469,249.3,276.9,Poor,16
HS_punjab_stubble_belt_2025-11-06_460,punjab_stubble_belt,2025-11-06,31.325,74.75,228.8,241.0,Poor,4
HS_punjab_stubble_belt_2025-11-06_461,punjab_stubble_belt,2025-11-06,31.325,74.875,208.9,208.9,Poor,1
HS_punjab_stubble_belt_2025-11-06_462,punjab_stubble_belt,2025-11-06,31.325,75.2875,208.9,209.6,Poor,2
HS_punjab_stubble_belt_2025-11-06_463,punjab_stubble_belt,2025-11-06,31.425,74.7333,211.8,220.3,Poor,6
HS_punjab_stubble_belt_2025-11-06_464,punjab_stubble_belt,2025-11-06,31.5107,74.9821,229.1,294.6,Poor,14
HS_punjab_stubble_belt_2025-11-06_465,punjab_stubble_belt,2025-11-06,31.575,75.3,211.3,228.7,Poor,3
HS_punjab_stubble_belt_2025-11-06_466,punjab_stubble_belt,2025-11-06,31.8107,74.6964,223.2,246.8,Poor,7
HS_punjab_stubble_belt_2025-11-06_467,punjab_stubble_belt,2025-11-06,31.775,75.1,212.4,227.0,Poor,4
HS_punjab_stubble_belt_2025-11-06_468,punjab_stubble_belt,2025-11-06,31.8028,75.275,207.0,218.5,Poor,9
HS_punjab_stubble_belt_2025-11-07_469,punjab_stubble_belt,2025-11-07,31.325,74.725,239.8,257.6,Poor,5
HS_punjab_stubble_belt_2025-11-07_470,punjab_stubble_belt,2025-11-07,31.325,74.925,232.9,259.4,Poor,3
HS_punjab_stubble_belt_2025-11-07_471,punjab_stubble_belt,2025-11-07,31.325,75.2667,233.9,242.3,Poor,3
HS_punjab_stubble_belt_2025-11-07_472,punjab_stubble_belt,2025-11-07,31.4904,74.7519,221.7,257.4,Poor,13
HS_punjab_stubble_belt_2025-11-07_473,punjab_stubble_belt,2025-11-07,31.4972,75.0333,250.4,305.4,Very Poor,18
HS_punjab_stubble_belt_2025-11-07_474,punjab_stubble_belt,2025-11-07,31.5596,75.2423,248.0,283.6,Poor,13
HS_punjab_stubble_belt_2025-11-07_475,punjab_stubble_belt,2025-11-07,31.725,74.7812,246.9,298.4,Poor,8
HS_punjab_stubble_belt_2025-11-07_476,punjab_stubble_belt,2025-11-07,31.779,75.015,236.4,284.5,Poor,25
HS_punjab_stubble_belt_2025-11-07_477,punjab_stubble_belt,2025-11-07,31.7893,75.2286,251.2,285.7,Poor,14
HS_punjab_stubble_belt_2025-11-08_478,punjab_stubble_belt,2025-11-08,31.325,74.725,238.8,248.4,Poor,4
HS_punjab_stubble_belt_2025-11-08_479,punjab_stubble_belt,2025-11-08,31.325,75.0,297.0,325.1,Very Poor,6
HS_punjab_stubble_belt_2025-11-08_480,punjab_stubble_belt,2025-11-08,31.325,75.2437,290.0,310.4,Very Poor,4
HS_punjab_stubble_belt_2025-11-08_481,punjab_stubble_belt,2025-11-08,31.5083,74.7324,249.1,304.9,Very Poor,27
HS_punjab_stubble_belt_2025-11-08_482,punjab_stubble_belt,2025-11-08,31.4985,74.9971,257.2,290.2,Poor,34
HS_punjab_stubble_belt_2025-11-08_483,punjab_stubble_belt,2025-11-08,31.51,75.235,234.6,270.9,Poor,20
HS_punjab_stubble_belt_2025-11-08_484,punjab_stubble_belt,2025-11-08,31.7792,74.7292,278.1,328.0,Very Poor,24
HS_punjab_stubble_belt_2025-11-08_485,punjab_stubble_belt,2025-11-08,31.775,75.0,268.6,342.8,Very Poor,30
HS_punjab_stubble_belt_2025-11-08_486,punjab_stubble_belt,2025-11-08,31.7897,75.2456,246.7,276.3,Poor,17
HS_punjab_stubble_belt_2025-11-09_487,punjab_stubble_belt,2025-11-09,31.325,74.75,226.2,242.9,Poor,4
HS_punjab_stubble_belt_2025-11-09_488,punjab_stubble_belt,2025-11-09,31.325,75.005,239.6,265.0,Poor,5
HS_punjab_stubble_belt_2025-11-09_489,punjab_stubble_belt,2025-11-09,31.325,75.2437,238.7,254.6,Poor,4
HS_punjab_stubble_belt_2025-11-09_490,punjab_stubble_belt,2025-11-09,31.5141,74.7359,251.9,301.5,Very Poor,23
HS_punjab_stubble_belt_2025-11-09_491,punjab_stubble_belt,2025-11-09,31.5083,75.0167,247.9,322.5,Very Poor,30
HS_punjab_stubble_belt_2025-11-09_492,punjab_stubble_belt,2025-11-09,31.5056,75.2431,231.5,269.1,Poor,18
HS_punjab_stubble_belt_2025-11-09_493,punjab_stubble_belt,2025-11-09,31.785,74.7275,275.2,340.6,Very Poor,20
HS_punjab_stubble_belt_2025-11-09_494,punjab_stubble_belt,2025-11-09,31.7611,74.9917,234.4,316.7,Very Poor,18
HS_punjab_stubble_belt_2025-11-09_495,punjab_stubble_belt,2025-11-09,31.7667,75.2292,234.6,266.9,Poor,12
HS_punjab_stubble_belt_2025-11-10_496,punjab_stubble_belt,2025-11-10,31.325,74.725,251.4,264.2,Poor,5
HS_punjab_stubble_belt_2025-11-10_497,punjab_stubble_belt,2025-11-10,31.325,75.0,253.0,268.7,Poor,6
HS_punjab_stubble_belt_2025-11-10_498,punjab_stubble_belt,2025-11-10,31.325,75.2,236.8,246.1,Poor,2
HS_punjab_stubble_belt_2025-11-10_499,punjab_stubble_belt,2025-11-10,31.4989,74.7359,238.6,266.8,Poor,23
HS_punjab_stubble_belt_2025-11-10_500,punjab_stubble_belt,2025-11-10,31.5,75.0015,243.7,280.2,Poor,34
HS_punjab_stubble_belt_2025-11-10_501,punjab_stubble_belt,2025-11-10,31.506,75.2405,253.4,336.6,Very Poor,21
HS_punjab_stubble_belt_2025-11-10_502,punjab_stubble_belt,2025-11-10,31.7961,74.7382,248.1,302.3,Very Poor,19
HS_punjab_stubble_belt_2025-11-10_503,punjab_stubble_belt,2025-11-10,31.7625,74.99,253.7,329.5,Very Poor,20
HS_punjab_stubble_belt_2025-11-10_504,punjab_stubble_belt,2025-11-10,31.775,75.2062,237.3,255.5,Poor,8
HS_punjab_stubble_belt_2025-11-11_505,punjab_stubble_belt,2025-11-11,31.325,74.7083,277.4,343.1,Very Poor,3
HS_punjab_stubble_belt_2025-11-11_506,punjab_stubble_belt,2025-11-11,31.325,75.0,233.9,247.6,Poor,6
HS_punjab_stubble_belt_2025-11-11_507,punjab_stubble_belt,2025-11-11,31.325,75.2667,219.4,220.7,Poor,3
HS_punjab_stubble_belt_2025-11-11_508,punjab_stubble_belt,2025-11-11,31.4683,74.7183,235.6,295.7,Poor,15
HS_punjab_stubble_belt_2025-11-11_509,punjab_stubble_belt,2025-11-11,31.4357,74.975,223.9,271.3,Poor,14
HS_punjab_stubble_belt_2025-11-11_510,punjab_stubble_belt,2025-11-11,31.4306,75.2222,211.8,223.3,Poor,9
HS_punjab_stubble_belt_2025-11-11_511,punjab_stubble_belt,2025-11-11,31.825,74.665,213.7,225.2,Poor,5
HS_punjab_stubble_belt_2025-11-11_512,punjab_stubble_belt,2025-11-11,31.7688,74.9312,224.3,247.1,Poor,8
HS_punjab_stubble_belt_2025-11-11_513,punjab_stubble_belt,2025-11-11,31.805,75.22,232.8,291.1,Poor,5
HS_punjab_stubble_belt_2025-11-12_514,punjab_stubble_belt,2025-11-12,31.325,74.725,278.0,293.7,Poor,5
HS_punjab_stubble_belt_2025-11-12_515,punjab_stubble_belt,2025-11-12,31.325,75.025,273.8,318.8,Very Poor,4
HS_punjab_stubble_belt_2025-11-12_516,punjab_stubble_belt,2025-11-12,31.325,75.3,206.5,206.5,Poor,1
HS_punjab_stubble_belt_2025-11-12_517,punjab_stubble_belt,2025-11-12,31.4869,74.744,269.2,342.7,Very Poor,21
HS_punjab_stubble_belt_2025-11-12_518,punjab_stubble_belt,2025-11-12,31.517,74.997,242.3,297.2,Poor,25
HS_punjab_stubble_belt_2025-11-12_519,punjab_stubble_belt,2025-11-12,31.5417,75.2146,220.0,246.6,Poor,12
HS_punjab_stubble_belt_2025-11-12_520,punjab_stubble_belt,2025-11-12,31.7639,74.7417,239.1,302.8,Very Poor,18
HS_punjab_stubble_belt_2025-11-12_521,punjab_stubble_belt,2025-11-12,31.7542,75.0125,237.3,328.6,Very Poor,24
HS_punjab_stubble_belt_2025-11-12_522,punjab_stubble_belt,2025-11-12,31.7806,75.25,225.6,248.1,Poor,9
HS_punjab_stubble_belt_2025-11-13_523,punjab_stubble_belt,2025-11-13,31.325,74.725,263.5,278.2,Poor,5
HS_punjab_stubble_belt_2025-11-13_524,punjab_stubble_belt,2025-11-13,31.325,75.0,282.4,338.2,Very Poor,6
HS_punjab_stubble_belt_2025-11-13_525,punjab_stubble_belt,2025-11-13,31.325,75.2437,217.3,219.0,Poor,4
HS_punjab_stubble_belt_2025-11-13_526,punjab_stubble_belt,2025-11-13,31.5,74.725,241.6,314.5,Very Poor,30
HS_punjab_stubble_belt_2025-11-13_527,punjab_stubble_belt,2025-11-13,31.4983,75.01,251.9,321.7,Very Poor,30
HS_punjab_stubble_belt_2025-11-13_528,punjab_stubble_belt,2025-11-13,31.4964,75.2393,243.4,317.5,Very Poor,21
HS_punjab_stubble_belt_2025-11-13_529,punjab_stubble_belt,2025-11-13,31.7893,74.725,257.0,310.1,Very Poor,21
HS_punjab_stubble_belt_2025-11-13_530,punjab_stubble_belt,2025-11-13,31.7821,74.9929,249.1,316.6,Very Poor,28
HS_punjab_stubble_belt_2025-11-13_531,punjab_stubble_belt,2025-11-13,31.7868,75.2426,243.4,288.5,Poor,17
HS_punjab_stubble_belt_2025-11-14_532,punjab_stubble_belt,2025-11-14,31.325,74.725,273.4,312.2,Very Poor,5
HS_punjab_stubble_belt_2025-11-14_533,punjab_stubble_belt,2025-11-14,31.325,75.0,329.1,359.2,Very Poor,6
HS_punjab_stubble_belt_2025-11-14_534,punjab_stubble_belt,2025-11-14,31.325,75.2437,227.6,237.2,Poor,4
HS_punjab_stubble_belt_2025-11-14_535,punjab_stubble_belt,2025-11-14,31.5038,74.7288,266.2,341.1,Very Poor,26
HS_punjab_stubble_belt_2025-11-14_536,punjab_stubble_belt,2025-11-14,31.4979,75.0021,289.1,418.0,Severe,35
HS_punjab_stubble_belt_2025-11-14_537,punjab_stubble_belt,2025-11-14,31.5224,75.2316,255.6,302.1,Very Poor,19
HS_punjab_stubble_belt_2025-11-14_538,punjab_stubble_belt,2025-11-14,31.7725,74.745,274.1,341.8,Very Poor,20
HS_punjab_stubble_belt_2025-11-14_539,punjab_stubble_belt,2025-11-14,31.7843,74.9972,247.5,352.6,Very Poor,27
HS_punjab_stubble_belt_2025-11-14_540,punjab_stubble_belt,2025-11-14,31.7779,75.2353,253.3,363.8,Very Poor,17
HS_punjab_stubble_belt_2025-11-15_541,punjab_stubble_belt,2025-11-15,31.325,74.725,267.0,290.0,Poor,5
HS_punjab_stubble_belt_2025-11-15_542,punjab_stubble_belt,2025-11-15,31.325,75.225,202.9,203.7,Poor,2
HS_punjab_stubble_belt_2025-11-15_543,punjab_stubble_belt,2025-11-15,31.4929,74.7304,273.5,348.1,Very Poor,28
HS_punjab_stubble_belt_2025-11-15_544,punjab_stubble_belt,2025-11-15,31.5062,74.9625,232.9,269.2,Poor,8
HS_punjab_stubble_belt_2025-11-15_545,punjab_stubble_belt,2025-11-15,31.475,75.2364,225.3,258.0,Poor,11
HS_punjab_stubble_belt_2025-11-15_546,punjab_stubble_belt,2025-11-15,31.7977,74.7432,232.4,284.9,Poor,11
HS_punjab_stubble_belt_2025-11-15_547,punjab_stubble_belt,2025-11-15,31.7795,74.9159,217.7,244.3,Poor,11
HS_punjab_stubble_belt_2025-11-15_548,punjab_stubble_belt,2025-11-15,31.8194,75.2389,217.6,236.6,Poor,9
